0.00625 	2.7850567e-10 	-1.6589105e-07 	0
0.01875 	7.7174845e-10 	-6.7170888e-07 	0
0.03125 	1.1035558e-09 	-1.4869052e-06 	0
0.04375 	1.2487523e-09 	-2.5308491e-06 	0
0.05625 	1.224827e-09 	-3.7119055e-06 	0
0.06875 	1.0445296e-09 	-4.9439767e-06 	0
0.08125 	7.5391717e-10 	-6.1610654e-06 	0
0.09375 	3.960676e-10 	-7.3114219e-06 	0
0.10625 	1.7302093e-11 	-8.3578103e-06 	0
0.11875 	-3.411848e-10 	-9.2767471e-06 	0
0.13125 	-6.5758498e-10 	-1.0057026e-05 	0
0.14375 	-9.14199e-10 	-1.0697907e-05 	0
0.15625 	-1.1160653e-09 	-1.120695e-05 	0
0.16875 	-1.2666592e-09 	-1.1597423e-05 	0
0.18125 	-1.3817055e-09 	-1.1885997e-05 	0
0.19375 	-1.4699006e-09 	-1.2090646e-05 	0
0.20625 	-1.5404959e-09 	-1.2229006e-05 	0
0.21875 	-1.5954682e-09 	-1.2317213e-05 	0
0.23125 	-1.6324147e-09 	-1.2369176e-05 	0
0.24375 	-1.6457772e-09 	-1.2396288e-05 	0
0.25625 	-1.6272152e-09 	-1.2407409e-05 	0
0.26875 	-1.5708764e-09 	-1.2409102e-05 	0
0.28125 	-1.4713718e-09 	-1.2405965e-05 	0
0.29375 	-1.3287231e-09 	-1.2401024e-05 	0
0.30625 	-1.1454836e-09 	-1.2396115e-05 	0
0.31875 	-9.2886419e-10 	-1.2392225e-05 	0
0.33125 	-6.8792015e-10 	-1.2389771e-05 	0
0.34375 	-4.3412757e-10 	-1.2388815e-05 	0
0.35625 	-1.7874165e-10 	-1.2389224e-05 	0
0.36875 	6.7073182e-11 	-1.2390773e-05 	0
0.38125 	2.9396612e-10 	-1.2393215e-05 	0
0.39375 	4.9428536e-10 	-1.2396316e-05 	0
0.40625 	6.628776e-10 	-1.2399876e-05 	0
0.41875 	7.9668408e-10 	-1.2403735e-05 	0
0.43125 	8.9491828e-10 	-1.2407769e-05 	0
0.44375 	9.5845952e-10 	-1.2411888e-05 	0
0.45625 	9.8973674e-10 	-1.2416029e-05 	0
0.46875 	9.9210843e-10 	-1.2420149e-05 	0
0.48125 	9.6968806e-10 	-1.2424221e-05 	0
0.49375 	9.2682476e-10 	-1.2428229e-05 	0
0.50625 	8.6797769e-10 	-1.2432165e-05 	0
0.51875 	7.9736154e-10 	-1.2436024e-05 	0
0.53125 	7.189117e-10 	-1.2439807e-05 	0
0.54375 	6.3607456e-10 	-1.2443513e-05 	0
0.55625 	5.5184878e-10 	-1.2447146e-05 	0
0.56875 	4.6868235e-10 	-1.2450707e-05 	0
0.58125 	3.8856138e-10 	-1.2454199e-05 	0
0.59375 	3.1297292e-10 	-1.2457624e-05 	0
0.60625 	2.43013e-10 	-1.2460983e-05 	0
0.61875 	1.7938219e-10 	-1.2464278e-05 	0
0.63125 	1.2249293e-10 	-1.246751e-05 	0
0.64375 	7.247632e-11 	-1.2470681e-05 	0
0.65625 	2.9277496e-11 	-1.247379e-05 	0
0.66875 	-7.3380457e-12 	-1.2476839e-05 	0
0.68125 	-3.7705537e-11 	-1.2479828e-05 	0
0.69375 	-6.2260016e-11 	-1.2482756e-05 	0
0.70625 	-8.147412e-11 	-1.2485625e-05 	0
0.71875 	-9.5863488e-11 	-1.2488434e-05 	0
0.73125 	-1.0593935e-10 	-1.2491183e-05 	0
0.74375 	-1.1221915e-10 	-1.2493873e-05 	0
0.75625 	-1.1519116e-10 	-1.2496503e-05 	0
0.76875 	-1.1532863e-10 	-1.2499074e-05 	0
0.78125 	-1.1306359e-10 	-1.2501586e-05 	0
0.79375 	-1.0880277e-10 	-1.2504039e-05 	0
0.80625 	-1.029082e-10 	-1.2506432e-05 	0
0.81875 	-9.5713389e-11 	-1.2508767e-05 	0
0.83125 	-8.7508949e-11 	-1.2511044e-05 	0
0.84375 	-7.855793e-11 	-1.2513263e-05 	0
0.85625 	-6.9084971e-11 	-1.2515424e-05 	0
0.86875 	-5.929026e-11 	-1.2517529e-05 	0
0.88125 	-4.9341232e-11 	-1.2519577e-05 	0
0.89375 	-3.9384754e-11 	-1.2521569e-05 	0
0.90625 	-2.9540726e-11 	-1.2523506e-05 	0
0.91875 	-1.9912385e-11 	-1.2525388e-05 	0
0.93125 	-1.0581379e-11 	-1.2527217e-05 	0
0.94375 	-1.6162199e-12 	-1.2528992e-05 	0
0.95625 	6.9314372e-12 	-1.2530716e-05 	0
0.96875 	1.5020104e-11 	-1.2532388e-05 	0
0.98125 	2.2621119e-11 	-1.253401e-05 	0
0.99375 	2.9713571e-11 	-1.2535582e-05 	0
